Trace
Swept SA
A.07.06,N9010A
5716000000,-33.3087049900824
5720000000,-33.384862295196
5724000000,-33.4801279496015
5728000000,-33.4291412382721
5732000000,-33.4957443687396
5736000000,-33.5094320703985
5740000000,-33.7142032649774
5744000000,-33.6044216327496
5748000000,-33.6533862869475
5752000000,-33.5935803374834
5756000000,-33.7285325634954
5760000000,-33.779702027227
5764000000,-33.6699203949992
5768000000,-33.539560540457
5772000000,-33.5003328133073
5776000000,-33.6874655316166
5780000000,-33.418937612963
5784000000,-33.5590343945536
5788000000,-33.5697823501676
5792000000,-33.4453019877152
5796000000,-33.3891707208072
5800000000,-33.4315209464041
5804000000,-33.5356058389444
5808000000,-33.3177885395657
5812000000,-33.3618764857896
5816000000,-33.5539545183755
5820000000,-33.4402989622894
5824000000,-33.5824013121116
5828000000,-33.4834444862501
5832000000,-33.560872423084
5836000000,-33.7588299477597
5840000000,-33.8333181385486
5844000000,-34.00481794882
5848000000,-33.9587765517672
5852000000,-34.1978905210717
5856000000,-34.0607169966263
5860000000,-34.2616142673469
5864000000,-34.3625601725402
